"";"siren";"siret";"activitePrincipaleUniteLegale";"trancheEffectifsEtablissement";"denominationUniteLegale";"categorieEntreprise";"typeVoieEtablissement";"libelleVoieEtablissement";"codePostalEtablissement";"libelleCommuneEtablissement"
"435";"193000411";"19300041100010";"85.32Z";"21";"LYCEE PROFESSIONNEL MARIE CURIE";"PME";"RTE";"DE FLORAC";"30270";"SAINT-JEAN-DU-GARD"
"436";"193000429";"19300042900012";"85.31Z";"12";"COLLEGE MARCEAU LAPIERRE";"PME";"";"QUARTIER DES FUMADES";"30270";"SAINT-JEAN-DU-GARD"
"437";"193000460";"19300046000017";"85.31Z";"21";"LYCEE GENERAL TECHNOLOGIQUE CHARLES GIDE";"PME";"PL";"ADOLPHE BOSC";"30700";"UZES"
"438";"193000502";"19300050200016";"85.31Z";"22";"COLLEGE";"PME";"AV";"DES GARRIGUES";"30310";"VERGEZE"
"439";"193000510";"19300051000019";"85.31Z";"22";"LYCEE GENERAL ET TECHNOLOGIQUE PHILIPPE LAMOUR";"PME";"RUE";"DE L OCCITANIE";"30000";"NIMES"
"440";"193000528";"19300052800011";"85.31Z";"21";"LYCEE POLYVALENT ANDRE CHAMSON";"PME";"AV";"JEAN JAURES";"30120";"LE VIGAN"
"441";"193000551";"19300055100013";"85.31Z";"21";"COLLEGE BERNARD DE VENTADOUR";"PME";"AV";"DU BORDELET";"30200";"BAGNOLS-SUR-CEZE"
"442";"193000577";"19300057700018";"85.32Z";"22";"LYCEE PROFESSIONNEL GASTON DARBOUX";"PME";"RUE";"JULES RAIMU";"30900";"NIMES"
"443";"193000627";"19300062700011";"85.31Z";"21";"COLLEGE CAPOUCHINE";"PME";"RUE";"GASTON TEISSIER";"30000";"NIMES"
"444";"193001393";"19300139300019";"85.32Z";"21";"ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES DE NIMES-RODILHAN";"PME";"AV";"YVES CAZEAUX";"30230";"RODILHAN"
"445";"193001419";"19300141900012";"85.31Z";"21";"COLLEGE CONDORCET";"PME";"RUE";"BELLINI";"30900";"NIMES"
"446";"193009297";"19300929700014";"85.31Z";"21";"COLLEGE DU MONT DUPLAN";"PME";"AV";"PELADAN";"30000";"NIMES"
"447";"193009453";"19300945300013";"85.31Z";"31";"COLLEGE FEUCHERES";"PME";"AV";"FEUCHERES";"30000";"NIMES"
"448";"193009461";"19300946100016";"85.31Z";"21";"COLLEGE REVOLUTION";"PME";"RUE";"CLERISSEAU";"30000";"NIMES"
"449";"193009479";"19300947900018";"85.31Z";"21";"COLLEGE ALPHONSE DAUDET";"PME";"AV";"PAUL LANGEVIN";"30100";"ALES"
"450";"193009495";"19300949500014";"85.31Z";"21";"COLLEGE JEAN RACINE";"PME";"RUE";"JOSEPH VERNET";"30100";"ALES"
"451";"193010121";"19301012100013";"85.31Z";"12";"COLLEGE LEO LARGUIER";"PME";"PL";"JEAN JAURES";"30110";"LA GRAND-COMBE"
"452";"193010147";"19301014700018";"85.31Z";"21";"COLLEGE DENIS DIDEROT";"PME";"AV";"JEAN BAPTISTE DUMAS";"30100";"ALES"
"453";"193010949";"19301094900017";"85.31Z";"21";"COLLEGE DIDEROT";"PME";"RUE";"NEPER";"30900";"NIMES"
"454";"193010964";"19301096400016";"85.31Z";"21";"COLLEGE LA VALLEE VERTE";"PME";"BD";"DE LA CONDAMINE";"30600";"VAUVERT"
"455";"193012093";"19301209300012";"85.31Z";"21";"COLLEGE LES FONTAINES";"PME";"RUE";"DES JARDINS";"30230";"BOUILLARGUES"
"456";"193012119";"19301211900015";"85.31Z";"21";"COLLEGE DU BOSQUET";"PME";"AV";"DE LA MAYRE";"30200";"BAGNOLS-SUR-CEZE"
"457";"193012143";"19301214300015";"85.31Z";"21";"COLLEGE DU MOURION";"PME";"AV";"DES CEVENNES";"30400";"VILLENEUVE-LES-AVIGNON"
"458";"193012325";"19301232500018";"85.31Z";"21";"COLLEGE GASTON DOUMERGUE";"PME";"RUE";"IVAN GAUSSEN";"30250";"SOMMIERES"
"459";"193012838";"19301283800010";"85.31Z";"21";"COLLEGE LOU REDOUNET";"PME";"AV";"DU REDOUNET";"30700";"UZES"
"460";"193012846";"19301284600013";"85.31Z";"21";"COLLEGE JEAN ROSTAND";"PME";"RTE";"D ALES";"30000";"NIMES"
"461";"193013257";"19301325700012";"85.31Z";"12";"COLLEGE HENRI PITOT";"PME";"AV";"JEAN MOULIN";"30390";"ARAMON"
"462";"193013273";"19301327300019";"85.31Z";"21";"COLLEGE GERARD PHILIPPE";"PME";"AV";"LEON BLUM";"30200";"BAGNOLS-SUR-CEZE"
"463";"193013281";"19301328100012";"85.42Z";"51";"ECOLE NATIONE DE POLICE DE NIMES";"ETI";"AV";"CLEMENT ADER";"30000";"NIMES"
"464";"193013307";"19301330700015";"85.31Z";"22";"LYCEE POLYVALENT G.DE GAULLE ANTHONIOZ";"PME";"RUE";"DU MOULIN";"30540";"MILHAUD"
"465";"193013323";"19301332300012";"85.31Z";"21";"COLLEGE LE VIGNET";"PME";"AV";"DU COLLEGE";"30420";"CALVISSON"
"466";"193013364";"19301336400016";"85.31Z";"12";"COLLEGE";"PME";"RTE";"DE MONTPELLIER";"30350";"LEDIGNAN"
"467";"193100401";"19310040100010";"85.31Z";"31";"LYCEE POLYVALENT RAYMOND NAVES";"PME";"RTE";"D ALBI";"31200";"TOULOUSE"
"468";"193100468";"19310046800019";"85.32Z";"22";"LYCEE POLYVALENT HOTELLERIE ET TOURISME";"PME";"RUE";"DE L ABBE JULES LEMIRE";"31300";"TOULOUSE"
"469";"193100930";"19310093000026";"85.32Z";"12";"COLLEGE MARCELLIN BERTHELOT";"PME";"RUE";"FRANCOIS LONGAUD";"31400";"TOULOUSE"
"470";"193111127";"19311112700018";"85.31Z";"21";"COLLEGE HENRI DE TOULOUSE-LAUTREC";"PME";"IMP";"BARTHE";"31200";"TOULOUSE"
"471";"193112661";"19311266100015";"85.31Z";"21";"COLLEGE JEAN JAURES";"PME";"PL";"CLEMENCE ISAURE";"31320";"CASTANET-TOLOSAN"
"472";"193113826";"19311382600013";"85.42Z";"42";"UNIVERSITE TOULOUSE 1 CAPITOLE";"ETI";"RUE";"DU DOYEN GABRIEL MARTY";"31000";"TOULOUSE"
"473";"193113834";"19311383400017";"85.42Z";"41";"UNIVERSITE TOULOUSE II";"ETI";"ALL";"ANTONIO MACHADO";"31100";"TOULOUSE"
"474";"193113834";"19311383400041";"85.42Z";"22";"UNIVERSITE TOULOUSE II";"ETI";"ALL";"ANTONIO MACHADO";"31100";"TOULOUSE"
"475";"193113842";"19311384200010";"85.42Z";"41";"UNIVERSITE PAUL SABATIER TOULOUSE III";"GE";"RTE";"DE NARBONNE";"31400";"TOULOUSE"
"476";"193116316";"19311631600012";"85.31Z";"21";"COLLEGE MICHELET";"PME";"BD";"MICHELET";"31000";"TOULOUSE"
"477";"193116324";"19311632400016";"85.31Z";"21";"COLLEGE LES VIOLETTES";"PME";"AV";"DES PINS";"31140";"AUCAMVILLE"
"478";"193200250";"19320025000010";"85.31Z";"21";"LYCEE POLYVALENT D'ARTAGNAN";"PME";"AV";"DES PYRENEES";"32110";"NOGARO"
"479";"193320827";"19332082700010";"85.31Z";"21";"COLLEGE EDOUARD VAILLANT";"PME";"CRS";"DU RACCORDEMENT";"33300";"BORDEAUX"
"480";"193400017";"19340001700011";"85.31Z";"22";"LYCEE POLYVALENT GEORGES POMPIDOU";"PME";"AV";"MAL DE LATTRE DE TASSIGNY";"34170";"CASTELNAU-LE-LEZ"
"481";"193400025";"19340002500022";"85.31Z";"22";"LYCEE POLYVALENT AUGUSTE LOUBATIERES";"PME";"BD";"DES HELLENES";"34300";"AGDE"
"482";"193400058";"19340005800015";"85.31Z";"12";"LYCEE GENERAL FERDINAND FABRE";"PME";"BD";"JEAN MOULIN";"34600";"BEDARIEUX"
"483";"193400082";"19340008200023";"85.31Z";"12";"COLLEGE VICTOR HUGO";"PME";"AV";"DE LA GARE";"34550";"BESSAN"
"484";"193400090";"19340009000018";"85.31Z";"22";"LYCEE GENERAL TECHNOLOGIQUE HENRI IV";"PME";"RUE";"IGNACE BRUNEL";"34500";"BEZIERS"
"485";"193400116";"19340011600011";"85.31Z";"32";"LYCEE POLYVALENT JEAN MOULIN";"ETI";"AV";"MARTYRS DE LA RESISTANCE";"34500";"BEZIERS"
"486";"193400116";"19340011600029";"85.31Z";"22";"LYCEE POLYVALENT JEAN MOULIN";"ETI";"AV";"MARTYRS DE LA RESISTANCE";"34500";"BEZIERS"
"487";"193400215";"19340021500011";"85.31Z";"21";"COLLEGE JULES FERRY";"PME";"RUE";"JULES FERRY";"34370";"CAZOULS-LES-BEZIERS"
"488";"193400231";"19340023100018";"85.31Z";"21";"LYCEE GENERAL TECHNOLOGIQUE RENE GOSSE";"PME";"RUE";"VICTOR HUGO";"34800";"CLERMONT L'HERAULT"
"489";"193400249";"19340024900010";"85.31Z";"12";"COLLEGE VOLTAIRE";"PME";"AV";"DU PEYROU";"34510";"FLORENSAC"
"490";"193400256";"19340025600015";"85.31Z";"21";"COLLEGE DES DEUX PINS";"PME";"RUE";"MAURICE CLAVEL";"34110";"FRONTIGNAN"
"491";"193400280";"19340028000023";"85.31Z";"22";"LYCEE POLYVALENT JOSEPH VALLOT";"PME";"RUE";"DOCTEUR HENRI MAS";"34700";"LODEVE"
"492";"193400306";"19340030600018";"85.31Z";"22";"LYCEE POLYVALENT LOUIS FEUILLADE";"PME";"RUE";"ROMAIN ROLLAND";"34400";"LUNEL"
"493";"193400314";"19340031400012";"85.31Z";"21";"COLLEGE FREDERIC MISTRAL";"PME";"RUE";"DES ETOFFES";"34400";"LUNEL"
"494";"193400322";"19340032200015";"85.31Z";"12";"COLLEGE  LES ARBOURYS";"PME";"RUE";"PROMENADE";"34480";"MAGALAS"
"495";"193400371";"19340037100012";"85.31Z";"12";"COLLEGE JULES FERRY";"PME";"PL";"FREDERIC MISTRAL";"34530";"MONTAGNAC"
"496";"193400389";"19340038900014";"85.31Z";"32";"LYCEE GENERAL ET TECHNOLOGIQUE JOFFRE";"ETI";"ALL";"DE LA CITADELLE";"34000";"MONTPELLIER"
"497";"193400397";"19340039700017";"85.31Z";"22";"LYCEE GENERAL TECHNOLOG G. CLEMENCEAU";"PME";"AV";"GEORGES CLEMENCEAU";"34000";"MONTPELLIER"
"498";"193400405";"19340040500018";"85.31Z";"31";"LYCEE POLYVALENT JULES GUESDE";"PME";"AV";"DE LODEVE";"34070";"MONTPELLIER"
"499";"193400421";"19340042100015";"85.31Z";"32";"LYCEE POLYVALENT JEAN MERMOZ";"ETI";"AV";"JEAN MERMOZ";"34000";"MONTPELLIER"
"500";"193400421";"19340042100023";"85.31Z";"31";"LYCEE POLYVALENT JEAN MERMOZ";"ETI";"AV";"JEAN MERMOZ";"34000";"MONTPELLIER"
"501";"193400439";"19340043900025";"85.32Z";"22";"LYCEE DES METIERS PIERRE MENDES FRANCE";"PME";"RUE";"DU MAS DE BROUSSE";"34000";"MONTPELLIER"
"502";"193400454";"19340045400016";"85.32Z";"22";"LYCEE PROFESSIONNEL JULES FERRY";"PME";"AV";"DE LA COLLINE";"34070";"MONTPELLIER"
"503";"193400488";"19340048800014";"85.31Z";"21";"COLLEGE CLEMENCE ROYER";"PME";"BD";"PASTEUR";"34000";"MONTPELLIER"
"504";"193400512";"19340051200011";"85.31Z";"21";"COLLEGE FONTCARRADE";"PME";"RUE";"DE FONTCARRADE";"34070";"MONTPELLIER"
"505";"193400538";"19340053800016";"85.31Z";"21";"COLLEGE CROIX D ARGENT";"PME";"RUE";"DE L ARNEL";"34070";"MONTPELLIER"
"506";"193400546";"19340054600019";"85.31Z";"12";"COLLEGE LE CEDRE";"PME";"BD";"ELYSEE SAISSET";"34490";"MURVIEL-LES-BEZIERS"
"507";"193400579";"19340057900010";"85.31Z";"12";"COLLEGE ANTOINE FAURE";"PME";"RUE";"DES ECOLES";"34210";"OLONZAC"
"508";"193400595";"19340059500016";"85.31Z";"22";"LYCEE GENERAL ET TECHNOLOGIQUE J.MOULIN";"PME";"AV";"PAUL VIDAL DE LA BLACHE";"34120";"PEZENAS"
"509";"193400629";"19340062900013";"85.31Z";"21";"COLLEGE VIA DOMITIA";"PME";"RUE";"DU COLLEGE";"34560";"POUSSAN"
"510";"193400637";"19340063700016";"85.31Z";"12";"COLLEGE LOUIS CAHUZAC";"PME";"";"PLAN DES ECOLES";"34310";"QUARANTE"
"511";"193400652";"19340065200015";"85.31Z";"11";"COLLEGE JEAN JAURES";"PME";"ESP";"LA NORIA";"34360";"SAINT-CHINIAN"
"512";"193400751";"19340075100015";"85.31Z";"21";"LYCEE GENERAL PAUL VALERY";"PME";"RUE";"PAUL VALERY";"34200";"SETE"
"513";"193400769";"19340076900017";"85.31Z";"22";"LYCEE GENERAL ET TECHNOLOGIQUE IRENE ET FREDERIC JOLIOT CURIE";"PME";"RUE";"DU DAUPHINE";"34200";"SETE"
"514";"193400785";"19340078500039";"85.32Z";"21";"LYCEE DES METIERS CHARLES DE GAULLE";"PME";"RUE";"ROBESPIERRE";"34200";"SETE"
"515";"193400819";"19340081900010";"85.31Z";"22";"LYCEE GENERAL ET TECHCNOLOGIQUE";"PME";"RUE";"DE MALBOSC";"34080";"MONTPELLIER"
"516";"193400827";"19340082700013";"85.31Z";"12";"COLLEGE PHILIPPE LAMOUR";"PME";"AV";"DE LA PETITE MOTTE";"34280";"LA GRANDE-MOTTE"
"517";"193400835";"19340083500016";"85.31Z";"21";"COLLEGE ALAIN  SAVARY";"PME";"RUE";"JOSEPH LOPEZ";"34270";"SAINT-MATHIEU-DE-TREVIERS"
"518";"193400868";"19340086800017";"85.31Z";"21";"COLLEGE FREDERIC BAZILLE";"PME";"AV";"DU 8 MAI 1945";"34170";"CASTELNAU-LE-LEZ"
"519";"193400884";"19340088400014";"85.32Z";"21";"LYCEE PROFESSIONNEL IRENE ET FREDERIC JOLIOT CURIE";"PME";"RUE";"DU DAUPHINE";"34200";"SETE"
"520";"193400892";"19340089200017";"85.31Z";"21";"COLLEGE FRANCOIS VILLON";"PME";"RUE";"DE LA ROMPUDE";"34980";"SAINT-GELY-DU-FESC"
"521";"193400900";"19340090000018";"85.31Z";"31";"LYCEE POLYVALENT LYCEE DES METIERS JEAN-FRANCOIS CHAMPOLLION";"PME";"AV";"DE FIGUIERES";"34970";"LATTES"
"522";"193400918";"19340091800010";"85.31Z";"21";"COLLEGE AMBRUSSUM";"PME";"RUE";"JEAN LOUIS MEDARD";"34400";"LUNEL"
"523";"193401015";"19340101500014";"85.31Z";"21";"COLLEGE PAUL-EMILE VICTOR";"PME";"BD";"JEAN MONNET";"34300";"AGDE"
"524";"193401064";"19340106400012";"85.31Z";"21";"COLLEGE FRANCOIS MITTERAND";"PME";"AV";"GEORGES FRECHE";"34830";"CLAPIERS"
"525";"193401098";"19340109800010";"85.31Z";"21";"COLLEGE LES GARRIGUES";"PME";"AV";"DU COMTE DE NICE";"34080";"MONTPELLIER"
"526";"193401106";"19340110600011";"85.31Z";"21";"COLLEGE PIC ST LOUP";"PME";"";"COMBES DE RABAUSSE";"34980";"SAINT-CLEMENT-DE-RIVIERE"
"527";"193401114";"19340111400015";"85.31Z";"12";"COLLEGE CLEMENCEAU";"PME";"AV";"GEORGES CLEMENCEAU";"34000";"MONTPELLIER"
"528";"193401122";"19340112200018";"85.42Z";"00";"ECOLE NATIONALE SUPERIEURE DE CHIMIE DE MONTPELLIER";"PME";"RUE";"DE L ECOLE NORMALE";"34090";"MONTPELLIER"
"529";"193401155";"19340115500018";"85.31Z";"12";"COLLEGE PAUL VALERY";"PME";"RUE";"PAUL VALERY";"34200";"SETE"
"530";"193401163";"19340116300012";"85.31Z";"21";"COLLEGE MARIE CURIE";"PME";"RUE";"DES CONDAMINES";"34570";"PIGNAN"
"531";"193401171";"19340117100015";"85.31Z";"21";"COLLEGE PAUL DARDE";"PME";"RTE";"DE BEDARIEUX";"34700";"LODEVE"
"532";"193401189";"19340118900017";"85.31Z";"12";"COLLEGE HENRI IV";"PME";"RUE";"IGNACE BRUNEL";"34500";"BEZIERS"
"533";"412280737";"41228073710699";"52.21Z";"32";"SNCF RESEAU";"GE";"RUE";"CATALAN";"34000";"MONTPELLIER"
"534";"412282709";"41228270900010";"88.10A";"NN";"SERVI SUD";"PME";"PL";"SAINT APHRODISE";"34500";"BEZIERS"
"535";"412282709";"41228270900028";"88.10A";"22";"SERVI SUD";"PME";"ALL";"DE LA MARQUEROSE";"34430";"SAINT-JEAN-DE-VEDAS"
"536";"412350514";"41235051400029";"71.12B";"11";"ONF INTERNATIONAL";"GE";"AV";"DE LA BELLE GABRIELLE";"94130";"NOGENT-SUR-MARNE"
"537";"412382780";"41238278000010";"86.10Z";"22";"SE DE LA CLINIQUE STELLA";"ETI";"CHE";"DE VERARGUES";"34400";"ENTRE-VIGNES"
"538";"412416604";"41241660400012";"01.21Z";"NN";"";"";"RTE";"DE MONTAUD";"34820";"TEYRAN"
"539";"412431744";"41243174400041";"08.93Z";"22";"COMPAGNIE DES SALINS DU MIDI ET DES SALINES DE L'EST";"ETI";"LD";"LE PERRIER";"30220";"AIGUES-MORTES"
"540";"412646358";"41264635800058";"96.09Z";"0";"";"PME";"BD";"DES SALINS";"34750";"VILLENEUVE-LES-MAGUELONE"
"541";"412961088";"41296108800025";"86.90B";"11";"LBM BIOESTEREL";"ETI";"AV";"DE CANNES";"06210";"MANDELIEU-LA-NAPOULE"
"542";"413074873";"41307487300030";"59.11B";"03";"PRODUCTIONS AUTREMENT DIT";"PME";"RUE";"TOUSSAINT";"13003";"MARSEILLE 3"
"543";"413120841";"41312084100049";"94.99Z";"01";"CENTRE SOCIO EDUCATIF JABIR";"PME";"RUE";"CHARLOUN RIEU";"13090";"AIX-EN-PROVENCE"
"544";"413128984";"41312898400015";"95.23Z";"01";"";"PME";"RUE";"DU PALAIS DES GUILHEM";"34000";"MONTPELLIER"
"545";"413176413";"41317641300024";"85.59A";"11";"CIFAP CENTRE INTERNATIONAL DE FORMATION AUDIOVISUELLE ET DE PRODUCTION";"ETI";"RUE";"DU PROGRES";"93100";"MONTREUIL"
"546";"413187204";"41318720400024";"46.42Z";"11";"ALECA";"PME";"RUE";"MOLIERE";"75001";"PARIS 1"
"547";"413290230";"41329023000056";"85.51Z";"0";"";"PME";"RUE";"JOSEPHINE BAKER";"34090";"MONTPELLIER"
"548";"413400342";"41340034200049";"70.22Z";"11";"DOUZAL -SARKOZY-SAUVAGE";"PME";"RUE";"DE COURCELLES";"75008";"PARIS 8"
"549";"413424672";"41342467200017";"93.12Z";"01";"ENTENTE ATHLETIQUE ROMANAISE & PEAGEOISE";"PME";"AV";"GAMBETTA";"26100";"ROMANS-SUR-ISERE"
"550";"413425281";"41342528100032";"70.22Z";"12";"RIVA.COM";"PME";"RUE";"JEAN MARIE LE BRIS";"29200";"BREST"
"551";"413468356";"41346835600030";"94.99Z";"0";"DEUX PIEDS DEUX ROUES";"";"AV";"FRANCOIS COLLIGNON";"31200";"TOULOUSE"
"552";"413489550";"41348955000025";"93.12Z";"01";"ASS DES PERSONNELS SPORTIFS DES ADMINISTRATIONS PUBLIQUES ET DE L'ASSISTANCE PUBLIQUE - A.P.S.A.P. 91";"PME";"AV";"EUGENE DELACROIX";"91210";"DRAVEIL"
"553";"413515891";"41351589100013";"86.90F";"NN";"";"PME";"RUE";"JEAN JACQUES ROUSSEAU";"34000";"MONTPELLIER"
"554";"413565474";"41356547400025";"94.99Z";"01";"ICONOSCOPE";"PME";"RUE";"GENERAL MAUREILHAN";"34000";"MONTPELLIER"
"555";"413782509";"41378250900140";"68.20A";"32";"LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LILLE";"ETI";"BD";"GAMBETTA";"59200";"TOURCOING"
"556";"413812827";"41381282700397";"94.99Z";"00";"FONDATION DU PATRIMOINE";"PME";"RUE";"JULES FERRY";"34000";"MONTPELLIER"
"557";"413812827";"41381282700447";"94.99Z";"12";"FONDATION DU PATRIMOINE";"PME";"RUE";"CHARLES FOURIER";"75013";"PARIS 13"
"558";"413901760";"41390176000012";"56.29A";"03";"ELIOR ENTREPRISES";"GE";"RUE";"DE BERCY";"75012";"PARIS 12"
"559";"413904699";"41390469900068";"70.22Z";"00";"AKSIS SUD EST CONSULTING";"PME";"PL";"VAUBAN";"34000";"MONTPELLIER"
"560";"413914433";"41391443300045";"84.13Z";"NN";"MISSION LOCALE DES JEUNES MONTPELLIER MEDITERRANEE METROPOLE";"PME";"RUE";"DE LA CROIX VERTE";"34090";"MONTPELLIER"
"561";"413914433";"41391443300052";"84.13Z";"22";"MISSION LOCALE DES JEUNES MONTPELLIER MEDITERRANEE METROPOLE";"PME";"RUE";"VENDEMIAIRE";"34000";"MONTPELLIER"
"562";"413915323";"41391532300039";"85.31Z";"12";"COLLEGE CALANDRETA LEON-CORDAS";"PME";"RUE";"DE LA CROIX VERTE";"34090";"MONTPELLIER"
"563";"413936824";"41393682400023";"85.52Z";"01";"ASSOCIATION NOTES EN BULLES";"PME";"CHE";"DES TUVES";"26170";"BUIS-LES-BARONNIES"
"564";"414003236";"41400323600117";"88.99B";"21";"URAPEDA SUD";"PME";"RUE";"MAYOR DE MONTRICHER";"13290";"AIX-EN-PROVENCE"
"565";"414019174";"41401917400021";"59.13A";"NN";"GEBEKA FILMS";"PME";"RUE";"PIERRE SEMARD";"69007";"LYON 7EME"
"566";"414068312";"41406831200027";"85.59B";"01";"LA RUCHE DE PRADES";"PME";"PL";"JEAN JAURES";"34730";"PRADES-LE-LEZ"
"567";"414107334";"41410733400040";"71.12B";"21";"AGENCE REGIONALE DE L'AMENAGEMENT ET DE LA CONSTRUCTION OCCITANIE";"ETI";"RUE";"DES ETATS GENERAUX";"34000";"MONTPELLIER"
"568";"414118703";"41411870300027";"59.12Z";"12";"TITRA FILM";"PME";"RUE";"ROLLAND";"93400";"SAINT-OUEN-SUR-SEINE"
"569";"414127092";"41412709200016";"71.12B";"11";"ORFEA";"PME";"RUE";"DE L ILE DU ROI";"19100";"BRIVE-LA-GAILLARDE"
"570";"414138842";"41413884200482";"47.65Z";"03";"LUDENDO COMMERCE FRANCE";"ETI";"RUE";"DES PERTUISANES";"34000";"MONTPELLIER"
"571";"414200527";"41420052700029";"46.49Z";"03";"ATTAKUS";"PME";"IMP";"ZIMMER";"34070";"MONTPELLIER"
"572";"414247627";"41424762700014";"88.99B";"11";"SOC PROTEST AMIS PAUVRES MAISON MAIN";"PME";"IMP";"CHATEAU SILHOL";"30000";"NIMES"
"573";"414305995";"41430599500048";"90.01Z";"01";"ASSOCIATION ART EURO";"PME";"ALL";"ROBERT GOVI";"13400";"AUBAGNE"
"574";"414400135";"41440013500219";"78.20Z";"02";"LITTORAL INTERIM";"PME";"AV";"DE LA POMPIGNANE";"34170";"CASTELNAU-LE-LEZ"
"575";"414468587";"41446858700012";"94.99Z";"01";"ASS RENAISSANCE DEVELOPPEMENT INSERTION";"PME";"RUE";"PIERRE CARDENAL";"34080";"MONTPELLIER"
"576";"414470674";"41447067400022";"58.11Z";"12";"BAMBOO EDITION";"PME";"CHE";"DES JONCHERES";"71850";"CHARNAY-LES-MACON"
"577";"414533620";"41453362000038";"94.99Z";"02";"CAMERA DI COMMERCIO ITALIANA DI NIZZA";"PME";"BD";"CARABACEL";"06000";"NICE"
"578";"414603035";"41460303500018";"77.35Z";"NN";"AIR TAHITI";"PME";"";"";"98713";"PAPEETE"
"579";"414616805";"41461680500035";"85.52Z";"00";"LETHE MUSICALE";"PME";"RUE";"PIERRE VALDO";"69005";"LYON 5EME"
"580";"414629568";"41462956800018";"86.90D";"01";"";"PME";"AV";"GABRIEL PERI";"30400";"VILLENEUVE-LES-AVIGNON"
"581";"414809889";"41480988900028";"71.11Z";"01";"ATELIERS 234";"PME";"CRS";"GAMBETTA";"34000";"MONTPELLIER"
"582";"414815043";"41481504300321";"23.63Z";"NN";"LAFARGEHOLCIM BETONS";"GE";"";"LE VILLAGE - BERNIERES";"27700";"LES TROIS LACS"
"583";"414864371";"41486437100029";"86.22B";"0";"";"PME";"AV";"AUGUSTIN FLICHE";"34090";"MONTPELLIER"
"584";"414951392";"41495139200011";"69.20Z";"02";"G.C CONSEIL";"PME";"AV";"DE LA POMPIGNANE";"34000";"MONTPELLIER"
"585";"414969584";"41496958400013";"26.11Z";"51";"STMICROELECTRONICS ROUSSET SAS";"GE";"AV";"COQ";"13790";"ROUSSET"
"586";"415008150";"41500815000013";"85.51Z";"11";"GOLFY CLUB RESEAU SAS";"PME";"";"DOMAINE DE MASSANE";"34670";"BAILLARGUES"
"587";"415025626";"41502562600037";"94.99Z";"12";"COMITE FRANCAIS POUR L'U.I.C.N";"PME";"PL";"TROCADERO ET 11 NOVEMBRE";"75116";"PARIS 16"
"588";"415136407";"41513640700012";"91.03Z";"11";"SEMITOUR PERIGORD";"PME";"RUE";"DU PRESIDENT WILSON";"24000";"PERIGUEUX"
"589";"415269083";"41526908300028";"59.14Z";"11";"TRANSVERSAL FILMS";"PME";"RUE";"DE VERDUN";"34000";"MONTPELLIER"
"590";"415381987";"41538198700056";"93.19Z";"41";"SPORT INITIATIVE ET LOISIR BLEU";"ETI";"RUE";"DE LA KRUTENAU";"67000";"STRASBOURG"
"591";"417050044";"41705004400086";"87.10A";"12";"DV MARSEILLE";"GE";"CHE";"DES JONQUILLES";"13013";"MARSEILLE 13"
"592";"417494168";"41749416800061";"82.99Z";"02";"GROUPE RH PARTNERS";"PME";"AV";"PYTHAGORE";"33700";"MERIGNAC"
"593";"417552551";"41755255100018";"90.01Z";"01";"LA LUNA";"PME";"RUE";"SEVERINE";"84000";"AVIGNON"
"594";"417565439";"41756543900029";"79.90Z";"21";"OFFICE MUNICIPAL TOURISME MARSEILLE";"PME";"";"LA CANEBIERE";"13001";"MARSEILLE 1"
"595";"417604733";"41760473300010";"94.99Z";"02";"BANQUE ALIMENTAIRE DU GERS";"PME";"CHE";"DE BARON";"32000";"AUCH"
"596";"417607769";"41760776900011";"94.99Z";"03";"ASSOCIATION PAVILLON JACQUES DE MANSE";"PME";"RUE";"DES CASCADES";"60500";"CHANTILLY"
"597";"417617685";"41761768500025";"46.69B";"00";"UNISTAR EUROPE";"PME";"RUE";"J AURIOL";"34430";"SAINT-JEAN-DE-VEDAS"
"598";"417636966";"41763696600026";"87.30A";"NN";"LES GLYCINES";"ETI";"BD";"DES ARCEAUX";"34000";"MONTPELLIER"
"599";"417636966";"41763696600034";"87.30A";"12";"LES GLYCINES";"ETI";"RUE";"COLIN";"34000";"MONTPELLIER"
"600";"417701463";"41770146300024";"18.20Z";"01";"AD.GESTION MANAGEMENT";"PME";"BD";"DE LA FERRAGE";"06400";"CANNES"
"601";"417753076";"41775307600013";"94.99Z";"01";"AMICALE DU PERS CITE SCOL JEAN MOULIN";"PME";"AV";"MARTYRS DE LA RESISTANCE";"34500";"BEZIERS"
"602";"417801016";"41780101600011";"56.30Z";"00";"LES REGANEOUS I";"";"RTE";"DE PALAVAS";"34970";"LATTES"
"603";"417812484";"41781248400042";"93.29Z";"02";"AU FIL DU TEMPS";"PME";"";"LE BOURG";"15170";"NEUSSARGUES EN PINATELLE"
"604";"417818861";"41781886100029";"01.42Z";"01";"";"";"";"LA BORIE";"48400";"FLORAC TROIS RIVIERES"
"605";"417889128";"41788912800027";"79.90Z";"21";"OFFICE MUNICIPAL DE TOURISME";"PME";"AV";"GIUSEPPE VERDI";"13100";"AIX-EN-PROVENCE"
"606";"417937950";"41793795000042";"70.22Z";"0";"CHOOSIT SA";"PME";"RUE";"MARCEL DE SERRES";"34000";"MONTPELLIER"
