"";"X.3";"X.2";"X.1";"X";"Numsiret";"Nometablissement";"nb_stages";"nb_heures";"url";"wiki";"keywords";"keywords_wiki";"keywords_wiki_dbpedia"
"3185";3185;3185;3185;3185;19300041100010;"LYCEE HOTELIER MARIE CURIE";1;29,2857142857143;"";"";NA;"";""
"3186";3186;3186;3186;3186;19300050200016;"COLLEGE DE VERGEZE - LA GARRIGUETTE";1;2,57142857142857;"";"";NA;"";""
"3187";3187;3187;3187;3187;19300055100013;"COLLEGE BERNARD DE VENTADOUR";1;4;"";"";NA;"";""
"3188";3188;3188;3188;3188;19300057700018;"LYCEE PROFESSIONNEL GASTON DARBOUX";1;9,28571428571429;"";"";NA;"";""
"3189";3189;3189;3189;3189;19300062700011;"COLLEGE CAPOUCHINE";1;10,5714285714286;"";"";NA;"";""
"3190";3190;3190;3190;3190;19300139300019;"EPLEFPA RODILHAN";1;32,7142857142857;"";"";NA;"";""
"3191";3191;3191;3191;3191;19300141900012;"COLLEGE CONDORCET-NIMES";1;6,57142857142857;"";"";NA;"";""
"3192";3192;3192;3192;3192;19300929700014;"COLLEGE DU MONT DUPLAN";1;5;"";"";NA;"";""
"3193";3193;3193;3193;3193;19300929700014;"ECOLE D'APPLICATION MONT DUPLAN";1;2,57142857142857;"";"";NA;"";""
"3194";3194;3194;3194;3194;19300947900018;"COLLEGE ALPHONSE DAUDET";1;4;"";"";NA;"";""
"3195";3195;3195;3195;3195;19301012100013;"COLLEGE LEO LARGUIER";1;1,14285714285714;"";"";NA;"";""
"3196";3196;3196;3196;3196;19301094900017;"COLLEGE DIDEROT";1;0,857142857142857;"";"";NA;"";""
"3197";3197;3197;3197;3197;19301096400016;"COLLEGE LA VALLEE VERTE";1;7,42857142857143;"";"";NA;"";""
"3198";3198;3198;3198;3198;19301209300012;"COLLEGE LES FONTAINES";1;10;"";"";NA;"";""
"3199";3199;3199;3199;3199;19301211900015;"COLLEGE DU BOSQUET";1;4;"";"";NA;"";""
"3200";3200;3200;3200;3200;19301214300015;"COLLEGE LE MOURION";1;0,571428571428571;"";"";NA;"";""
"3201";3201;3201;3201;3201;19301284600013;"COLLEGE JEAN ROSTAND";1;6;"";"";NA;"";""
"3202";3202;3202;3202;3202;19301325700012;"COLLEGE HENRI PITOT";1;3;"";"";NA;"";""
"3203";3203;3203;3203;3203;19301332300012;"EPLE";1;3;"";"";NA;"";""
"3204";3204;3204;3204;3204;19301336400016;"COLLEGE DE LEDIGNAN";1;0,571428571428571;"";"";NA;"";""
"3205";3205;3205;3205;3205;19310040100010;"LYCEE RAYMOND NAVES";1;1;"";"";NA;"";""
"3206";3206;3206;3206;3206;19310046800019;"LYCEE POLYVALENT HOTELLERIE ET TOURISME";1;4;"";"";NA;"";""
"3207";3207;3207;3207;3207;19310093000026;"COLLEGE MARCELIN BERTHELOT";1;0,571428571428571;"";"";NA;"";""
"3208";3208;3208;3208;3208;19311112700018;"COLLEGE LAUTREC";1;0,571428571428571;"";"";NA;"";""
"3209";3209;3209;3209;3209;19311266100015;"EPLE";1;14,5714285714286;"";"";NA;"";""
"3210";3210;3210;3210;3210;19311382600013;"UT1 CAPITOLE";1;28,5714285714286;"";"";NA;"";""
"3211";3211;3211;3211;3211;19311383400041;"UNIVERSITE JEAN JAURES";1;3,57142857142857;"";"";NA;"";""
"3212";3212;3212;3212;3212;19311384200010;"UNIVERSITE TOULOUSE 3 SCD";1;13;"";"";NA;"";""
"3213";3213;3213;3213;3213;19320025000010;"LYCEE POLYVALENT D'ARTAGNAN";1;36,2857142857143;"";"";NA;"";""
"3214";3214;3214;3214;3214;19332082700010;"COLLEGE EDOUARD VAILLANT";1;4,57142857142857;"";"";NA;"";""
"3215";3215;3215;3215;3215;19340011600029;"CBEN / GRETA HERAULT OUEST";1;0;"";"";NA;"";""
"3216";3216;3216;3216;3216;19340024900010;"COLLEGE VOLTAIRE";1;2;"";"";NA;"";""
"3217";3217;3217;3217;3217;19340037100012;"COLLEGE JULES FERRY";1;2,14285714285714;"";"";NA;"";""
"3218";3218;3218;3218;3218;19340054600019;"EPLE LE CEDRE";1;1,14285714285714;"";"";NA;"";""
"3219";3219;3219;3219;3219;19340063700016;"COLLEGE LOUIS CAHUZAC";1;3;"";"";NA;"";""
"3220";3220;3220;3220;3220;19340065200015;"COLLEGE";1;2,14285714285714;"";"";NA;"";""
"3221";3221;3221;3221;3221;19340078500039;"LYCEE DES METIERS CHARLES DE GAULLE";1;2;"";"";NA;"";""
"3222";3222;3222;3222;3222;19340082700013;"COLLEGE PHILLIPE LAMOUR";1;5;"";"";NA;"";""
"3223";3223;3223;3223;3223;19340101500014;"COLLEGE D'ENSEIGNEMENT PUBLIC PAUL ELILE VICTOR";1;6;"";"";NA;"";""
"3224";3224;3224;3224;3224;19340112200018;"ENSCM";1;5,85714285714286;"";"";NA;"";""
"3225";3225;3225;3225;3225;19340115500018;"COLLEGE PAUL VALERY";1;1;"";"";NA;"";""
"3226";3226;3226;3226;3226;19341032100015;"COLLLEGE RENE CASSIN";1;51;"";"";NA;"";""
"3227";3227;3227;3227;3227;19341088300204;"UNIVERSITE MONTPELLIER 2";1;5,57142857142857;"";"";NA;"";""
"3228";3228;3228;3228;3228;19341089100272;"UNIVERSITE PAUL VALERY - PAS VALIDE";1;12,5714285714286;"";"";NA;"";""
"3229";3229;3229;3229;3229;19341321800010;"COLLEGE KATIA ET MAURICE KRAFFT";1;2,57142857142857;"";"";NA;"";""
"3230";3230;3230;3230;3230;19341367100010;"COLLEGE PAUL BERT";1;0,571428571428571;"";"";NA;"";""
"3231";3231;3231;3231;3231;19341385300014;"LYCEE PROFESSIONNEL LEONARD DE VINCI";1;15;"";"";NA;"";""
"3232";3232;3232;3232;3232;19341577500017;"COLLEGE LE BERANGE";1;4;"";"";NA;"";""
"3233";3233;3233;3233;3233;19341593200071;"ECOLE MATERNELLE ANNEXE IUFM PAULINE KERGOMARD";1;5;"";"";NA;"";""
"3234";3234;3234;3234;3234;19341604700010;"COLLEGE THEODORE MONOD";1;1;"";"";NA;"";""
"3235";3235;3235;3235;3235;19350937900015;"PRESSES UNIVERSITAIRES DE RENNES";1;12,5714285714286;"";"";NA;"";""
"3236";3236;3236;3236;3236;19370800500478;"MSH VAL DE LOIRE UNIVERSITE DE TOURS FRANCOIS RABELAIS";1;26,1428571428571;"";"";NA;"";""
"3237";3237;3237;3237;3237;19380029900011;"LYCEE GENERAL LES EAUX CLAIRES";1;6,57142857142857;"";"";NA;"";""
"3238";3238;3238;3238;3238;19382495000011;"COLLEGE PLAN MENU";1;0,571428571428571;"";"";NA;"";""
"3239";3239;3239;3239;3239;19410716500012;"COLLEGE JOSEPH CROCHETON";1;0,714285714285714;"";"";NA;"";""
"3240";3240;3240;3240;3240;19420008500026;"LYCEE JEREMIE DE LA RUE";1;1,14285714285714;"";"";NA;"";""
"3241";3241;3241;3241;3241;19421095100399;"UNIVERSITE JEAN MONNET SAINT ETIENNE";1;14;"";"";NA;"";""
"3242";3242;3242;3242;3242;19421572900014;"COLLEGE MICHEL SERVET";1;0,571428571428571;"";"";NA;"";""
"3243";3243;3243;3243;3243;19430021600018;"LYCEE SIMONE WEIL";1;0,571428571428571;"";"";NA;"";""
"3244";3244;3244;3244;3244;19430025700012;"COLLEGE LAFAYETTE";1;2,85714285714286;"";"";NA;"";""
"3245";3245;3245;3245;3245;19431999200013;"COLLEGE DE CORSAC";1;0,571428571428571;"";"";NA;"";""
"3246";3246;3246;3246;3246;19440100600011;"ECOLE CENTRALE DE NANTES";1;8,85714285714286;"";"";NA;"";""
"3247";3247;3247;3247;3247;19451037600024;"LYCEE DES METIERS MARGUERITE AUDOUX";1;8,57142857142857;"";"";NA;"";""
"3248";3248;3248;3248;3248;19460007800019;"LGT CLEMENT MAROT";1;0,285714285714286;"";"";NA;"";""
"3249";3249;3249;3249;3249;19460010200017;"LGT CHAMPOLLION";1;0,571428571428571;"";"";NA;"";""
"3250";3250;3250;3250;3250;19460026800016;"LYCEE JEAN LURCAT";1;0,571428571428571;"";"";NA;"";""
"3251";3251;3251;3251;3251;19460528300010;"COLLEGE OLIVIER DE MAGNY";1;11,1428571428571;"";"";NA;"";""
"3252";3252;3252;3252;3252;19460592900018;"CITE SCOLAIRE LEO FERRE";1;0,428571428571429;"";"";NA;"";""
"3253";3253;3253;3253;3253;19470008400016;"COLLEGE PAUL DANGLA";1;0,571428571428571;"";"";NA;"";""
"3254";3254;3254;3254;3254;19480001700015;"COLLEGE HENRI ROUVIERE";1;0,428571428571429;"";"";NA;"";""
"3255";3255;3255;3255;3255;19480496900013;"LYCEE POLYVALENT THEOPHILE ROUSSEL";1;0,571428571428571;"";"";NA;"";""
"3256";3256;3256;3256;3256;19480607100016;"COLLEGE";1;3;"";"";NA;"";""
"3257";3257;3257;3257;3257;19490970100303;"UNIVERSITE D'ANGERS";1;17,5714285714286;"";"";NA;"";""
"3258";3258;3258;3258;3258;19511296600435;"UNIVERSITE DE REIMS CHAMPAGNE ARDENNE";1;3,57142857142857;"";"";NA;"";""
"3259";3259;3259;3259;3259;19520006800011;"COLLEGE AMIRAL DENIS DECRES";1;0,571428571428571;"";"";NA;"";""
"3260";3260;3260;3260;3260;19540115300018;"EPLE LYCEE LOUIS BERTRAND";1;8,71428571428571;"";"";NA;"";""
"3261";3261;3261;3261;3261;19572170900010;"COLLEGE EMILE ZOLA";1;0,571428571428571;"";"";NA;"";""
"3262";3262;3262;3262;3262;19572811800017;"COLLEGE CHARLEMAGNE";1;9,57142857142857;"";"";NA;"";""
"3263";3263;3263;3263;3263;19590072500027;"ETABLISSEMENT PUBLIC D'ENSEIGNEMENT";1;0,142857142857143;"";"";NA;"";""
"3264";3264;3264;3264;3264;19611148800017;"LYCEE POLYVALENT JEAN MONNET";1;0,571428571428571;"";"";NA;"";""
"3265";3265;3265;3265;3265;19630001600017;"LYCEE BLAISE PASCAL";1;4,14285714285714;"";"";NA;"";""
"3266";3266;3266;3266;3266;19630021400034;"LYCEE LA FAYETTE";1;1,14285714285714;"";"";NA;"";""
"3267";3267;3267;3267;3267;19631287000013;"ECOLE NAT SUP D'ARCHITECTURE DE CLERMONT-FERRAND";1;0,285714285714286;"";"";NA;"";""
"3268";3268;3268;3268;3268;19650089600010;"COLLEGE BLANCHE ODIN";1;10,5714285714286;"";"";NA;"";""
"3269";3269;3269;3269;3269;19660004300034;"LYCEE DEODAT DE SEVERAC";1;0,571428571428571;"";"";NA;"";""
"3270";3270;3270;3270;3270;19660019100023;"COLLEGE SAINT EXUPERY";1;0,428571428571429;"";"";NA;"";""
"3271";3271;3271;3271;3271;19660021700018;"LYCEE POLYVALENT CHARLES RENOUVIER";1;3,14285714285714;"";"";NA;"";""
"3272";3272;3272;3272;3272;19660029000015;"COLLEGE JOSEPH CALVET";1;8,57142857142857;"";"";NA;"";""
"3273";3273;3273;3273;3273;19660037300019;"COLLEGE JOFFRE";1;1;"";"";NA;"";""
"3274";3274;3274;3274;3274;19660057100018;"LYCEE CLIMATIQUE ET SPORTIF PIERRE DE COUBERTIN";1;0,571428571428571;"";"";NA;"";""
"3275";3275;3275;3275;3275;19660700600018;"LYCEE ARISTIDE MAILOL";1;4,28571428571429;"";"";NA;"";""
"3276";3276;3276;3276;3276;19660703000018;"ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT";1;6,28571428571429;"";"";NA;"";""
"3277";3277;3277;3277;3277;19681166500039;"UNIVERSITE DE HAUTE ALSACE";1;14,8571428571429;"";"";NA;"";""
"3278";3278;3278;3278;3278;19691728000014;"COLLEGE ANDRE LASSAGNE";1;0,571428571428571;"";"";NA;"";""
"3279";3279;3279;3279;3279;19692340300014;"COLLEGE LONGCHAMBON";1;17,5714285714286;"";"";NA;"";""
"3280";3280;3280;3280;3280;19692419500015;"COLLEGE EMILE MALFROY";1;1,42857142857143;"";"";NA;"";""
"3281";3281;3281;3281;3281;19692866700019;"LYCEE LA MATINIERE MONPLAISIR";1;0,571428571428571;"";"";NA;"";""
"3282";3282;3282;3282;3282;19693133100017;"CONSERVATOIRE NATIONAL SUPERIEUR DE MUSIQUE ET DANSE";1;34,7142857142857;"";"";NA;"";""
"3283";3283;3283;3283;3283;19693330300014;"LYCEE POLYVALENT ARAGON";1;0,571428571428571;"";"";NA;"";""
"3284";3284;3284;3284;3284;19701052300011;"LYCEE LES HABERGES";1;0,571428571428571;"";"";NA;"";""
"3285";3285;3285;3285;3285;19711448100017;"COLLEGE CAMILLE CHEVALLIER";1;0,571428571428571;"";"";NA;"";""
"3286";3286;3286;3286;3286;19730858800015;"UNIVERSITE SAVOIE MONT BLANC";1;4,28571428571429;"";"";NA;"";""
"3287";3287;3287;3287;3287;19740013800016;"LPO LYCEE DES METIERS GUILLAUME FICHET";1;5,57142857142857;"";"";NA;"";""
"3288";3288;3288;3288;3288;19741419600018;"COLLEGE JEAN-JACQUES ROUSSEAU";1;0,428571428571429;"";"";NA;"";""
"3289";3289;3289;3289;3289;19751723800659;"UNIVERSITE PARIS DIDEROT - PARIS 7";1;6,57142857142857;"";"";NA;"";""
"3290";3290;3290;3290;3290;19752606400013;"COLLEGE GEORGES MELIES";1;25,5714285714286;"";"";NA;"";""
"3291";3291;3291;3291;3291;19753459700012;"ECOLE NORMALE SUPERIEURE";1;2,85714285714286;"";"";NA;"";""
"3292";3292;3292;3292;3292;19753471200017;"MUSEE DES ARTS ET METIERS";1;7,42857142857143;"";"";NA;"";""
"3293";3293;3293;3293;3293;19753486000105;"ECOLE PRATIQUE DES HAUTES ETUDES";1;23,5714285714286;"";"";NA;"";""
"3294";3294;3294;3294;3294;19753667500014;"ECOLE NATIONALE SUPERIEURE BEAUX-ARTS";1;13,2857142857143;"";"";NA;"";""
"3295";3295;3295;3295;3295;19754688000018;"INSTITUT NATIONAL D HISTOIRE DE L ART";1;10,2857142857143;"";"";NA;"";""
"3296";3296;3296;3296;3296;19761904200017;"UNIVERSITE DE ROUEN ET DU HAVRE";1;26;"";"";NA;"";""
"3297";3297;3297;3297;3297;19761904200348;"UNIVERSITE DE ROUEN";1;0,428571428571429;"";"";NA;"";""
"3298";3298;3298;3298;3298;19770940500017;"LYCEE ETIENNE BEZOUT";1;13,5714285714286;"";"";NA;"";""
"3299";3299;3299;3299;3299;19772119400011;"COLLEGE VAN GOGH";1;1,57142857142857;"";"";NA;"";""
"3300";3300;3300;3300;3300;19781204300028;"COLLEGE";1;1,28571428571429;"";"";NA;"";""
"3301";3301;3301;3301;3301;19790965800019;"COLLEGE JEAN VILLAR";1;6,57142857142857;"";"";NA;"";""
"3302";3302;3302;3302;3302;19801344300017;"SERVICE COMMUN DE LA DOCUMENTATION DE L'UNIVERSITE DE PICARDIE - JULES VERNE";1;8,71428571428571;"";"";NA;"";""
"3303";3303;3303;3303;3303;19810003400018;"LYCEE DES METIERS TOULOUSE-LAUTREC";1;12,1428571428571;"";"";NA;"";""
"3304";3304;3304;3304;3304;19810028100015;"COLLEGE LES PORTANELLES";1;0,571428571428571;"";"";NA;"";""
"3305";3305;3305;3305;3305;19810038000015;"COLLEGE LOUISA PAULIN";1;0,571428571428571;"";"";NA;"";""
"3306";3306;3306;3306;3306;19810061200011;"COLLEGE JEAN MONNET";1;0,142857142857143;"";"";NA;"";""
"3307";3307;3307;3307;3307;19810962100013;"LYCEE DE LA BORDE BASSE";1;0,571428571428571;"";"";NA;"";""
"3308";3308;3308;3308;3308;19811030600018;"COLLEGE CALANDRETA LEON CORDAS";1;0,571428571428571;"";"";NA;"";""
"3309";3309;3309;3309;3309;19830058400010;"LYCEE DES METIERS GEORGES CISSON";1;3,85714285714286;"";"";NA;"";""
"3310";3310;3310;3310;3310;19830148300014;"ENSEIGNEMENT SECONDAIRE GENERAL";1;0,428571428571429;"";"";NA;"";""
"3311";3311;3311;3311;3311;19830178000013;"COLLEGE LA GUICHARDE";1;0,571428571428571;"";"";NA;"";""
"3312";3312;3312;3312;3312;19840001200011;"CITE SCOLAIRE D'APT";1;0,428571428571429;"";"";NA;"";""
"3313";3313;3313;3313;3313;19840003800016;"LYCEE GENERAL FREDERIC MISTRAL";1;2,28571428571429;"";"";NA;"";""
"3314";3314;3314;3314;3314;19840021000011;"LYCEE ALPHONSE BENOIT";1;1,28571428571429;"";"";NA;"";""
"3315";3315;3315;3315;3315;19840033500016;"COLLEGE VOLTAIRE";1;0,571428571428571;"";"";NA;"";""
"3316";3316;3316;3316;3316;19840035000015;"COLLEGE JOSEPH D'ARBAUD";1;2,85714285714286;"";"";NA;"";""
"3317";3317;3317;3317;3317;19840437800012;"COLLEGE HENRI BOUDON";1;2;"";"";NA;"";""
"3318";3318;3318;3318;3318;19840685200279;"UNIVERSITE D'AVIGNON";1;12,5714285714286;"";"";NA;"";""
"3319";3319;3319;3319;3319;19850147000019;"COLLEGE CHARLES MILCENDEAU";1;1;"";"";NA;"";""
"3320";3320;3320;3320;3320;19860856400375;"UNIVERSITE DE POITIERS";1;0,571428571428571;"";"";NA;"";""
"3321";3321;3321;3321;3321;19861071900017;"COLLEGE HENRI IV";1;1,57142857142857;"";"";NA;"";""
"3322";3322;3322;3322;3322;19910620400019;"LYCEE ROBERT DOISNEAU";1;1,14285714285714;"";"";NA;"";""
"3323";3323;3323;3323;3323;19911033900017;"LYCEE POLYVALENT HENRI POINCARE";1;4,57142857142857;"";"";NA;"";""
"3324";3324;3324;3324;3324;19911397800019;"COLLEGE LA VALLEE";1;1,14285714285714;"";"";NA;"";""
"3325";3325;3325;3325;3325;19921204400010;"UNIVERSITE PARIS OUEST NANTERRE";1;11,5714285714286;"";"";NA;"";""
"3326";3326;3326;3326;3326;19921204400374;"BIBLIOTHEQUE DE DOCUMENTATION INTERNATIONALE CONTEMPORAINE";1;12,5714285714286;"";"";NA;"";""
"3327";3327;3327;3327;3327;19931827000014;"UNIVERSITE PARIS 8 - SERVICE COMMUN DE LA DOCUMENTATION";1;1,71428571428571;"";"";NA;"";""
"3328";3328;3328;3328;3328;19932046600014;"LYCEE LEONARD DE VINCI";1;0,571428571428571;"";"";NA;"";""
"3329";3329;3329;3329;3329;19940113400028;"GRETA MTE 94 - LYCEE LANGEVIN WALLON";1;0,571428571428571;"";"";NA;"";""
"3330";3330;3330;3330;3330;19951230200019;"COLLEGE EUGENIE COTTON";1;0,428571428571429;"";"";NA;"";""
"3331";3331;3331;3331;3331;19971047600011;"CREPS";1;17,2857142857143;"";"";NA;"";""
"3332";3332;3332;3332;3332;19973260300014;"COLLEGE JUSTIN CATAYEE";1;2,57142857142857;"";"";NA;"";""
"3333";3333;3333;3333;3333;19974042400015;"COLLEGE DEPARTEMENTAL LA MONTAGNE";1;0,571428571428571;"";"";NA;"";""
"3334";3334;3334;3334;3334;19974053100017;"LYCEE GEORGES BRASSENS";1;3,71428571428571;"";"";NA;"";""
"3335";3335;3335;3335;3335;19987001500013;"UNIVERSITE DE LA POLYNESIE FRANCAISE";1;22,2857142857143;"";"";NA;"";""
"3336";3336;3336;3336;3336;20000018000014;"OFFICE DE TOURISME DES CEVENNES MERIDIONALES";1;0,428571428571429;"";"";NA;"";""
"3337";3337;3337;3337;3337;20000027100029;"SYNDICAT MIXTE PAYS VIDOURLE CAMARGUE";1;26,2857142857143;"";"";NA;"";""
"3338";3338;3338;3338;3338;20000127900013;"AGENCE REGIONALE DU CENTRE VAL DE LOIRE POUR LE LIVRE, L'IMAGE ET LA CULTURE NUMERIQUE (CICLIC)";1;13,5714285714286;"";"";NA;"";""
"3339";3339;3339;3339;3339;20000137800013;"LA BRECHE POLE NATIONAL DES ARTS DU CIRQUE DE NORMANDIE";1;16,5714285714286;"";"";NA;"";""
"3340";3340;3340;3340;3340;20000311900019;"COLLEGE DE SISIA ONO";1;2,57142857142857;"";"";NA;"";""
"3341";3341;3341;3341;3341;20000445500016;"COLLEGE MARCELIN ALBERT";1;0,571428571428571;"";"";NA;"";""
"3342";3342;3342;3342;3342;20000627800010;"COLLEGE PUBLIC PIERRE GASSENDI";1;0,571428571428571;"";"";NA;"";""
"3343";3343;3343;3343;3343;20000668200013;"COMMUNAUTE D'AGGLOMERATION BEAUNE COTE ET SUD";1;13,5714285714286;"";"";NA;"";""
"3344";3344;3344;3344;3344;20000746600044;"LPA MARTIN LUTHER KING";1;12,5714285714286;"";"";NA;"";""
"3345";3345;3345;3345;3345;20000823300013;"LYCEE GENERAL ET TECHNOLOGIQUE JEAN VILAR";1;1;"";"";NA;"";""
"3346";3346;3346;3346;3346;20000826600013;"SYNDICAT MIXTE DU GRAND SITE DE NAVACCELLES";1;25,5714285714286;"";"";NA;"";""
"3347";3347;3347;3347;3347;20000874600014;"MAIRIE DE BOUENI";1;21,7142857142857;"";"";NA;"";""
"3348";3348;3348;3348;3348;20000877900015;"COMMUNE DE CHIRONGUI";1;20,2857142857143;"";"";NA;"";""
"3349";3349;3349;3349;3349;20000937100010;"EHPAD FRANCIS PANICOT";1;3;"";"";NA;"";""
"3350";3350;3350;3350;3350;20000957900018;"SYNDICAT MIXTE ESPACE DE RESTITUTION DE LA GROTTE CHAUVET-PONT D'ARC";1;14,7142857142857;"";"";NA;"";""
"3351";3351;3351;3351;3351;20001013000017;"LYCEE ROSA LUXEMBURG";1;0,571428571428571;"";"";NA;"";""
"3352";3352;3352;3352;3352;20001065000055;"COMMUNAUTE D'AGGLOMERATION DU GRAND DOLE";1;7,42857142857143;"";"";NA;"";""
"3353";3353;3353;3353;3353;20001078300013;"REGIE SMAC LES ABATTOIRS - SCENE DE MUSIQUES ACTUELLES";1;7,71428571428571;"";"";NA;"";""
"3354";3354;3354;3354;3354;20001120300011;"CENTRE HOSPITALIE DE L'AGGLOMERATION DE NEVERS";1;2,57142857142857;"";"";NA;"";""
"3355";3355;3355;3355;3355;20001138500016;"CENTRE HOSPITALIER D'ARDECHE MERIDIONALE";1;0,571428571428571;"";"";NA;"";""
"3356";3356;3356;3356;3356;20001138500065;"CSAPA";1;29,1428571428571;"";"";NA;"";""
"3357";3357;3357;3357;3357;20001250800012;"COMMUNE DE NOUMEA";1;5,57142857142857;"";"";NA;"";""
"3358";3358;3358;3358;3358;20001253200012;"COMMUNE DE MONT-DORE";1;25;"";"";NA;"";""
"3359";3359;3359;3359;3359;20001281300016;"CENTRE HOSPITALIER TERRITORIAL GASTON BOURRET";1;2,42857142857143;"";"";NA;"";""
"3360";3360;3360;3360;3360;20001401700012;"LYCEE POLYVALENT ILES WILLIAMA HAUDRA";1;0,571428571428571;"";"";NA;"";""
"3361";3361;3361;3361;3361;20001479300026;"EPAGA";1;26,2857142857143;"";"";NA;"";""
"3362";3362;3362;3362;3362;20001689700015;"SYND MIXTE DES GRANDES FOUGERES";1;26,2857142857143;"";"";NA;"";""
"3363";3363;3363;3363;3363;20001734100070;"COMMUNAUTE DE COMMUNE LODEVOIS ET LARZAC";1;8,57142857142857;"";"";NA;"";""
"3364";3364;3364;3364;3364;20001741600013;"L'ONDE THEATRE - CENTRE D'ART";1;5,14285714285714;"";"";NA;"";""
"3365";3365;3365;3365;3365;20001820800013;"SIVU CRECHE INTERCOMMUNALE LES PETITS SALANQUAIS";1;0,857142857142857;"";"";NA;"";""
"3366";3366;3366;3366;3366;20001865300010;"COMMUNAUTE D’AGGLOMERATION CAP EXCELLENCE";1;6,28571428571429;"";"";NA;"";""
"3367";3367;3367;3367;3367;20002060000017;"COLLEGE ANNE FRANK";1;0,285714285714286;"";"";NA;"";""
"3368";3368;3368;3368;3368;20002275400010;"ETABLISSEMENT PUBLIC DE SANTE DE LOMAGNE";1;2,57142857142857;"";"";NA;"";""
"3369";3369;3369;3369;3369;20002300000017;"EPA MAISON DE L'ENFANCE";1;16;"";"";NA;"";""
"3370";3370;3370;3370;3370;20002305900013;"CHRU BREST";1;23,8571428571429;"";"";NA;"";""
"3371";3371;3371;3371;3371;20002323200016;"OFFICE TOURISME BEZIERS MEDITERRANEE";1;5,57142857142857;"";"";NA;"";""
"3372";3372;3372;3372;3372;20002341400010;"METROPOLE-ROUEN-NORMANDIE";1;25,5714285714286;"";"";NA;"";""
"3373";3373;3373;3373;3373;20002352100012;"CITE DU DESIGN ET ECOLE SUPERIEURE D'ART ET DESIGN";1;21,5714285714286;"";"";NA;"";""
"3374";3374;3374;3374;3374;20002377800018;"CDC DU PAYS DE SAINT GILLES CROIX DE VIE";1;12,8571428571429;"";"";NA;"";""
"3375";3375;3375;3375;3375;20002493300018;"LA NOUVELLE-CALEDONIE, REPRESENTEE PAR LE PRESIDENT DU GOUVERNEMENT DE LA NOUVELLE-CALEDONIE";1;18;"";"";NA;"";""
"3376";3376;3376;3376;3376;20002642500013;"SYNDICAT MIXTE DU VIVARAIS MERIDIONAL";1;2,57142857142857;"";"";NA;"";""
"3377";3377;3377;3377;3377;20002759700026;"FRAC FRANCHE-COMTE";1;21,5714285714286;"";"";NA;"";""
"3378";3378;3378;3378;3378;20002766200028;"MUSEE DU LOUVRE LENS";1;12,8571428571429;"";"";NA;"";""
"3379";3379;3379;3379;3379;20002768800015;"COMMUNAUTE DE COMMUNES DES ILES MARQUISES";1;9,57142857142857;"";"";NA;"";""
"3380";3380;3380;3380;3380;20002805800010;"ECOLE SUPERIEURE D'ART ET DE DESIGN GRENOBLE-VALENCE";1;21,4285714285714;"";"";NA;"";""
"3381";3381;3381;3381;3381;20002848800027;"SIRP DU COUTACH, SYNDICAT INTERCOMMUNAL DE REGROUPEMENT PEDAGOGIQUE DU COUTACH";1;274;"";"";NA;"";""
"3382";3382;3382;3382;3382;20002946000017;"CAISSE DES ECOLES";1;2,14285714285714;"";"";NA;"";""
"3383";3383;3383;3383;3383;20002987400043;"CENTRE INTERCOMMUNAL D'ACTION SOCIALE";1;12,2857142857143;"";"";NA;"";""
"3384";3384;3384;3384;3384;20002992400012;"ETS PUBLIC DE COOPERATION CULTURELLE DU GRAND ANGLE";1;14,7142857142857;"";"";NA;"";""
"3385";3385;3385;3385;3385;20003001300102;"CHU SUD REUNION";1;6,57142857142857;"";"";NA;"";""
"3386";3386;3386;3386;3386;20003019500115;"METROPOLE NICE COTE D'AZUR";1;19,4285714285714;"";"";NA;"";""
"3387";3387;3387;3387;3387;20003029400017;"EHPAD LE PARC ET L OSTAL DE GARONA";1;0,714285714285714;"";"";NA;"";""
"3388";3388;3388;3388;3388;20003058300013;"COMMUNAUTE DE COMMUNES DE LA REGION DE HAGUENAU";1;11,5714285714286;"";"";NA;"";""
"3389";3389;3389;3389;3389;20003065800013;"COMMUNAUTE DE COMMUNES DU TRIEVES";1;21,8571428571429;"";"";NA;"";""
"3390";3390;3390;3390;3390;20003119300010;"AGENCE SANITAIRE SANITAIRE ET SOCIALE";1;5,57142857142857;"";"";NA;"";""
"3391";3391;3391;3391;3391;20003127600013;"SCOT DES 3 VALLEES";1;13,5714285714286;"";"";NA;"";""
"3392";3392;3392;3392;3392;20003187000013;"LA LLEVANTINA EHPAD";1;1,57142857142857;"";"";NA;"";""
"3393";3393;3393;3393;3393;20003191200013;"POLE NATIONAL DU CIRQUE ET DES ARTS DE LA RUE";1;1,57142857142857;"";"";NA;"";""
"3394";3394;3394;3394;3394;20003311600068;"OFFICE DE TOURISME INTERCOMMUNAL CLUSES ARVE ET MONTAGNE";1;26;"";"";NA;"";""
"3395";3395;3395;3395;3395;20003368600011;"COLLECTIVITE TERRITORIALE";1;5,14285714285714;"";"";NA;"";""
"3396";3396;3396;3396;3396;20003469200018;"COMMUNAUTE D'AGGLOMERATION DU GARD RHODANIEN";1;5,57142857142857;"";"";NA;"";""
"3397";3397;3397;3397;3397;20003481700011;"COMMUNAUTE D’AGGLOMERATION BERGERACOISE";1;7,57142857142857;"";"";NA;"";""
